latitude,longitude,name,amenity,shop,highway
19.09918,72.82638,Dosa Dosa Juhu,cafe,"",""
19.0988628,72.82783758,London Bubble Company,cafe,"",""
19.098136715997498,72.82687563236108,Avatara Mumbai,restaurant,"",""
19.098136715997498,72.82687563236108,Carnival By Tresind Mumbai,restaurant,"",""
19.09798094,72.8269519,Hometown Cafe,restaurant,"",""
19.0978327,72.8269624,Till Next Time ,restaurant,"",""
19.09674,72.82714,Kale & Kaffé,cafe,"",""
19.09575376,72.82690719,Sea Side Patio Beachfront Cafe,cafe,"",""
19.09315056,72.82779089,The Princess Lounge,restaurant,"",""
19.09315421,72.82779547,Jeon,restaurant,"",""
19.091466881180317,72.82784190671943,Singju,restaurant,"",""
19.09140451,72.82781295,Grandmama's Cafe,cafe,"",""
19.09074223,72.82744406,Aurus,restaurant,"",""
19.09031914,72.82732427,The Allis,restaurant,"",""
19.08961,72.82739,Bastian Beach Club,restaurant,"",""
19.08963434,72.82729097,Gallops Restaurant,restaurant,"",""
19.08632103,72.8274319,Maharsh Ethiopian Cafe and Bites,restaurant,"",""
19.083754,72.826673,Apsara Cinema,cinema,"",""
19.076139,72.8274361,Being Mumbaikar,cafe,"",""
19.07579,72.82736,Rasoi Zaika. ,restaurant,"",""
19.07540071,72.82798651,Ganesh Bhuvan Restaurant,restaurant,"",""
19.07530885,72.82438672,Zaafri Darbar,restaurant,"",""
19.074991669627,72.826695712099,Bazinga,restaurant,"",""
19.073604,72.8262851,Maaka Pow,restaurant,"",""
19.07349888,72.82647599,Kusum Khanna Homemade Barfi,restaurant,"",""
19.07260445,72.82659673,Ziv Cafe Bar,cafe,"",""
19.07249895,72.82699548,Mama Hotel Thali,restaurant,"",""
19.0723686,72.8262646,Chemistchemist,pharmacy,"",""
19.07233,72.82734,Gati Galaxi Cinema Hall Bandra,cinema,"",""
19.07159693,72.82476052,Thangabali Pali,restaurant,"",""
19.07115,72.82429,Ketnav Dubbing Theatre,cinema,"",""
19.07117514,72.82800149,Mosate,restaurant,"",""
19.07090368,72.82365811,Nothin Fishy About It,restaurant,"",""
19.070731401443,72.823075,Global Village Restaurant,restaurant,"",""
19.07071798,72.82297048,Carter's Blue Restaurant,restaurant,"",""
19.07085996,72.82340303,The J,cafe,"",""
19.07080446,72.82338688,JuCo Café,cafe,"",""
19.070654,72.822899,Wafflist,cafe,"",""
19.070577,72.822711,Wow! Momo,restaurant,"",""
19.07055101,72.82269162,Keventers,cafe,"",""
19.0704799,72.8225366,Café Coffee Day,cafe,"",""
19.07036307,72.82265982,Coffee By Di Bella Carter Road,cafe,"",""
19.07041833406855,72.82260920682295,Muze Mumbai,restaurant,"",""
19.07008478,72.82791082,Bajaj Hotels Pvt. Ltd.,restaurant,"",""
19.06802,72.82511,Sukoon By Joshi House ,restaurant,"",""
19.066868,72.825997,Rizvi Canteen,cafe,"",""
19.06643,72.82626,Jay Jawan Restaurant,restaurant,"",""
19.0663992,72.8263048,Zen Cafe,cafe,"",""
19.0659428,72.82587243,Mirabelle Art Cafe,cafe,"",""
19.065679203135,72.827287655091,Unkommon Cafe ,cafe,"",""
19.06304309,72.82473052,The Bhookha Beirdo,restaurant,"",""
19.06284,72.82431,Stand By Coffee,restaurant,"",""
19.06271383,72.82565163,Gandola,restaurant,"",""
19.06211187,72.82225113,Bahadur Chana Wala,restaurant,"",""
19.061860694742496,72.82248555759254,The Tamarind Trees & Bar,restaurant,"",""
19.06134,72.82478,Shibuii,restaurant,"",""
19.06130011,72.8244875,The Cutchi Memon Table,restaurant,"",""
19.06132,72.8224,Thebodega_atperrycross,restaurant,"",""
19.06109819,72.82665008,PopWonMo,restaurant,"",""
19.06095047,72.82691566,Candies,restaurant,"",""
19.06067228,72.8244785,Boojee Cafe,cafe,"",""
19.060852848709,72.823938131332,B A D,cafe,"",""
19.05791151,72.82350212,Solanki Chemist,pharmacy,"",""
19.05791162554791,72.82657497421846,Ayaz Kebab Bandra,restaurant,"",""
19.05732547,72.82767529,Cafe Andora,cafe,"",""
19.056601,72.827168,Geity Cinema,cinema,"",""
19.05509,72.82661,Kaspers,restaurant,"",""
19.05510199,72.82671472,Shree Ganesh Medical and General Store,pharmacy,"",""
19.0549935,72.82664077,The Sassy Spoon,restaurant,"",""
19.0549589,72.82757543,Tasty Treat,restaurant,"",""
19.05492369,72.82647056,Mocha Mojo,cafe,"",""
19.05367587,72.82530959,ASK More,restaurant,"",""
19.05245,72.82441,Arum Cafe,cafe,"",""
19.05211342,72.82393115,Noble Plus,pharmacy,"",""
19.05173588,72.8240778,Goodluck Restaurant,restaurant,"",""
19.05187,72.82472,Mokai,cafe,"",""
19.05104229,72.82606539,Easyhuman Cafe,restaurant,"",""
19.050995818421,72.822846559484,Medify,pharmacy,"",""
19.05091528,72.82734556,Z Cafe Lounge,restaurant,"",""
19.050811,72.827151,Wow! Momo,restaurant,"",""
19.05074296,72.82703616,Next Door - Eatery & Bar,restaurant,"",""
19.05051674,72.82683053,Haiku (fka Method Bandra),cafe,"",""
19.05041787,72.8273202,House of Croissants - Cafe in Bandra,cafe,"",""
19.05008761,72.82643992,The Nutcraker Bandra,cafe,"",""
19.05000792,72.82794054,Lucky Pani Puri Wala,restaurant,"",""
19.04959229,72.82650353,Bungalow,restaurant,"",""
19.04912184,72.82361656,Spunky Gourmet Cafe,cafe,"",""
19.04778201,72.82088558,Grounded Cafe,cafe,"",""
19.04696153,72.82481111,Shree Maruti Medical and General Stores,pharmacy,"",""
19.04677763,72.82542901,On the Go,restaurant,"",""
19.04563555,72.8193637,Cafe Sea Side,cafe,"",""
19.04465,72.81908,Palli Hill Village,restaurant,"",""
19.0446,72.81907,Yoga Food Love,restaurant,"",""
19.043641915669166,72.82537324136631,the taj tea house,cafe,"",""
19.04328,72.81863,रॉयलवुड फिल्म सिटी,cinema,"",""
19.0187922,72.81879948,Pooja Medical Store,pharmacy,"",""
19.01836094,72.81746637,Cafe Nemo,cafe,"",""
19.0180402,72.8193366,Leelas Banquet Hall Goregaon East,restaurant,"",""
19.016567,72.821039,Inox Cr2,cinema,"",""
19.01583812,72.81752058,Cafe Worli,cafe,"",""
19.01562,72.82692,Mumbai Dugout,restaurant,"",""
19.0155758,72.8275092,Shree Siddhanath Medical,pharmacy,"",""
19.01518,72.82583,Mehfil Prabhadevi,restaurant,"",""
19.01435604,72.82456148,Mumbai Food Adda,restaurant,"",""
19.01440108,72.82571949,Waah Marathi,cafe,"",""
19.01440345,72.82597489,Hotel Adarsh Pure Veg Restaurant,restaurant,"",""
19.013807353118,72.82481349539,DEA ,cafe,"",""
19.01375981,72.82756936,Anagha Medical and General Store,pharmacy,"",""
19.01369,72.82711,Annappurna Food Stall,restaurant,"",""
19.01345513,72.82792198,Vaidya Patankar Pharmacy,pharmacy,"",""
19.01328510000685,72.8248685695766,Cafe V's,cafe,"",""
19.01323987,72.82212481,Hotel Matruchhaya,restaurant,"",""
19.01306792,72.82290226,Gaavrai,restaurant,"",""
19.01302555,72.8257112,Quick Bite,restaurant,"",""
19.01290912,72.82585464,Crave,restaurant,"",""
19.01293443,72.82545408,Noble Plus,pharmacy,"",""
19.01295618,72.82482945,Vision Cafe,cafe,"",""
19.0122861,72.8170272,Nawab's Dastarkhwan,restaurant,"",""
19.01239833,72.82228345,New Modern Cafe And Lunch Home,cafe,"",""
19.011096003513998,72.81702195903301,Circle Sixty Nine,restaurant,"",""
19.01027883,72.82454382,Om Pani Puri House,restaurant,"",""
19.010277600048678,72.82514474343085,PUBLIC,restaurant,"",""
19.009971025189024,72.8261503861058,moner_mumbai,restaurant,"",""
19.00742981,72.8183948,Barista Coffee House,cafe,"",""
19.0066038,72.8251623,Ode Mumbai,restaurant,"",""
19.00619,72.82358,Birender Refreshment,restaurant,"",""
19.0060818,72.8271106,Donmai Mumbai,restaurant,"",""
19.0060288,72.8274812,Lucknowee,restaurant,"",""
19.00585988,72.82665698,Grandmama's Cafe,cafe,"",""
19.0058599,72.826354,Papparoti Mumbai,cafe,"",""
19.005920421811357,72.82644708638999,Plum By Bent Chair Worli,restaurant,"",""
19.00582355,72.82659771,Old Wild West,restaurant,"",""
19.0058013,72.8263855,Wattsappam,restaurant,"",""
19.00579111,72.82663592,Flax,restaurant,"",""
19.00578718,72.82691668,Cafe Haqq Se,cafe,"",""
19.00581125,72.82669791,Kaama,restaurant,"",""
19.00575989,72.82668987,Talaiva,restaurant,"",""
19.00571448,72.82646187,Flea Bazaar Cafe,restaurant,"",""
19.00455622,72.82602525,ACID Lounge,restaurant,"",""
19.00426,72.82267,DEA,restaurant,"",""
19.004346,72.822393,Venus Drugs and Cosmetics Ltd.,pharmacy,"",""
19.0041073,72.8169389,To Know Where,restaurant,"",""
19.00277221,72.82234954,Samrat Chinese,restaurant,"",""
19.00242901,72.82763071,Qualia,restaurant,"",""
19.00233941,72.81406416,VJS Kitchen,restaurant,"",""
19.00233263,72.81406338,Rakhangis Medical,pharmacy,"",""
19.00204697,72.81433655,Sadanand Coffee House,cafe,"",""
19.00188794,72.8185001,Charak Pharmaceuticals,pharmacy,"",""
19.001997932247765,72.8144988076758,Stand By Coffee Worli,restaurant,"",""
19.002163165429174,72.82739906836312,Taki Taki India,restaurant,"",""
19.00204692,72.82779775,Ditas Mumbai,restaurant,"",""
19.00184,72.82534,Zoop Foods and Cafe,cafe,"",""
19.00111506,72.81634875,King of Gold Coins,restaurant,"",""
19.00126493,72.81642907,7 Spice,restaurant,"",""
19.001370506362,72.815041715512,The Bay Shack Pizzeria,cafe,"",""
19.00045964,72.81703298,Wellness Forever,pharmacy,"",""
19.00027419,72.81800906,Big Tirumala Medical Store,pharmacy,"",""
19.00011778,72.8175469,Cafe Milk Bar,cafe,"",""
18.9995,72.81791,Sunandmoonkoreanmumbai,restaurant,"",""
18.99954347,72.8253917,Café Coffee Day,cafe,"",""
18.99949133,72.82351152,Pescafresh,restaurant,"",""
18.999126971598013,72.82523101268917,Paninaro,cafe,"",""
18.99915578,72.8219032,Padmavati Medical and General Stores,pharmacy,"",""
18.99921547,72.82186163,Mahavir Medical and General Stores,pharmacy,"",""
18.9992335,72.82198278,Kaancchas,restaurant,"",""
18.99918911,72.81698397,Kalpana Restaurant and Bar,restaurant,"",""
18.99896502,72.82551143,Bastian Inka,restaurant,"",""
18.9985165,72.8274565,Sawant's Swaad Gharcha,restaurant,"",""
18.99854506,72.82228399,Hotel Raviraj Restaurant,restaurant,"",""
18.99858917,72.8232439,Amblka Medical Stoes,pharmacy,"",""
18.99849456,72.81795248,Bharat Coffee House,cafe,"",""
18.998056,72.818238,Geeta Cinema,cinema,"",""
18.99824375,72.82380501,House of Nirvana Cafe,cafe,"",""
18.99804041,72.82518394,Cafe Meal Box,cafe,"",""
18.99805412,72.82534835,Oro Cafe,cafe,"",""
18.99799222,72.81793439,Maharaja Restaurant,restaurant,"",""
18.99791972,72.81832715,Odeon Theatre,cinema,"",""
18.997678,72.827396,Mc Donald's,restaurant,"",""
18.99745987,72.82686122,Lemon and Spice,restaurant,"",""
18.99723,72.81234,Movie TV,cinema,"",""
18.99662098,72.8276324,Ganesh Medical and General Store,pharmacy,"",""
18.99657987,72.82768909,OM Sai Lunch Home,restaurant,"",""
18.99654283,72.82647151,Foodzie,restaurant,"",""
18.99660279,72.82648082,The Urban Pantry,restaurant,"",""
18.99655945,72.816402,Malawan Restaurant,restaurant,"",""
18.9964227,72.8266199,Gastronom,restaurant,"",""
18.99637996096355,72.82708910998458,Nikhil Medical and General Stores,pharmacy,"",""
18.99632119,72.82672382,99 Pancakes,cafe,"",""
18.99607721,72.81310256,Ravi Refreshment,restaurant,"",""
18.9956875,72.81464059999999,New Geeta Medical,pharmacy,"",""
18.99583,72.82639,Ditas Mumbai,restaurant,"",""
18.99583,72.82639,Cosy Box Mumbai ,restaurant,"",""
18.99572224,72.82632895,Wraps and Rolls,restaurant,"",""
18.99569828,72.82539418,Black Soul,cinema,"",""
18.99543931,72.82632482,Wok Hei,restaurant,"",""
18.99531557,72.82716795,JSM Corporation Pvt. Ltd.,restaurant,"",""
18.9953229,72.82548166,Tea Villa Cafe,cafe,"",""
18.99543784,72.8228107,Teasy Express,cafe,"",""
18.99524841,72.81588767,Carnival Restaurant and Bar,restaurant,"",""
18.99525292,72.81487495,Geeta Medical Stores,pharmacy,"",""
18.99506211,72.82392991,PVR,cinema,"",""
18.99507871,72.82429585,Li Bai,restaurant,"",""
18.99512775,72.8245708,The Big Kahuna,restaurant,"",""
18.995248808594,72.824875552302,Creamcenter,restaurant,"",""
18.99515766,72.82507986,Maroosh Restaurant,restaurant,"",""
18.995192106868686,72.82500448346936,Demy Cafe & Bar ,restaurant,"",""
18.994979,72.825147,The Coffee Bean & Tea Leaf,cafe,"",""
18.99485802,72.82456945,"Hitchki Phoenix Palladium, Lower Parel",restaurant,"",""
18.9948413,72.8269668,Hardcastle Restauran,restaurant,"",""
18.9948413,72.8269668,PBS Gourmet Foods Pvt,restaurant,"",""
18.99480894,72.82517704,Cha Hong Kong Eating House,restaurant,"",""
18.99481226,72.82552894,Legume,restaurant,"",""
18.9947036,72.82438369,Grandmama's Cafe,cafe,"",""
18.99490997,72.81952753,My Doctor Homeopathy Pharmacy,pharmacy,"",""
18.9947,72.8142,Vipul Chemists & Stores,pharmacy,"",""
18.99428945,72.81496431,Light House Cafe & Bar,cafe,"",""
18.994524,72.819759,Sforno Bakehouse & Pizzeria,restaurant,"",""
18.994452,72.824341,Veda Restaurant and Bar,restaurant,"",""
18.99446693365149,72.8244221445479,Bb Company,restaurant,"",""
18.994485,72.824367,McCafe,cafe,"",""
18.99449582,72.82473698,Bombay Blue,restaurant,"",""
18.99436393,72.82458196,Luna Gusta,restaurant,"",""
18.99440173,72.82395252,TGI Fridays,restaurant,"",""
18.99424727,72.82468319,Falafels,restaurant,"",""
18.99425592,72.82417534,The Nutcracker,cafe,"",""
18.99423469332204,72.8250597637448,Typhoon Shelter,restaurant,"",""
18.994044,72.824499,Socials Lower Parel,restaurant,"",""
18.99400699,72.82452542,Papaya,restaurant,"",""
18.994,72.8248,Clink Bar Kiosk W5 311,restaurant,"",""
18.99398883,72.82447802,Bespoke Cafe,cafe,"",""
18.99412165,72.8241165,Cafe Moshe's,cafe,"",""
18.99413015,72.82455617,Chamomile,restaurant,"",""
18.99417378,72.82420383,Koishii,restaurant,"",""
18.99384294,72.82428609,Seven Kitchens,restaurant,"",""
18.99369763,72.82702832,Riso Bowls,restaurant,"",""
18.99347,72.82516,Siciliana,restaurant,"",""
18.99346853,72.82078846,San Qi,restaurant,"",""
18.993371,72.8207429,Café Prato,cafe,"",""
18.992841256773787,72.82407639900738,fahamkalaghoda,restaurant,"",""
18.9925,72.8242,Permit & Co.,restaurant,"",""
18.99262531,72.82426437,Roti Kapda Makaan,restaurant,"",""
18.99241691,72.82382344,GupShup,restaurant,"",""
18.99240104,72.8241745,The Firki Bar,restaurant,"",""
18.991517700977884,72.8138786801072,SRS Pharmaceuticals,pharmacy,"",""
18.9918786,72.8178371,Bharat Borrding Fishla,restaurant,"",""
18.991119059617,72.8144967556,INOX Leisure Ltd.,cinema,"",""
18.99067911,72.81437975,Top Corn,restaurant,"",""
18.99011781,72.82554207,The Roll Company,restaurant,"",""
18.989955,72.826065,Masque Labs,restaurant,"",""
18.98976952,72.82552348,Masque Restaurant,restaurant,"",""
18.989283543356095,72.82285756618431,PVR Kotak IMAX: High Street Phoenix,cinema,"",""
18.988319,72.814531,Lotus Cinema,cinema,"",""
18.98836362,72.81460893,Bombay Brasserie,restaurant,"",""
18.988138,72.813683,Nehru Tarangan Bus Stop,cafe,"",""
18.988184736347,72.814877196276,N.F.D.C,cinema,"",""
18.98712,72.82362,Eagle Video Films,cinema,"",""
18.986802,72.824192,Famous Cine Studio,cinema,"",""
18.986265,72.820514,New Shirin Cinema,cinema,"",""
18.9842696,72.8270555,Shree Sai Medical & General Stores,pharmacy,"",""
18.983364,72.816538,New Shirin Talkies,cinema,"",""
18.98280697,72.82568476,Shakun Medical and General Store,pharmacy,"",""
18.98228869,72.82172938,Mahavir Medical and General Stores,pharmacy,"",""
18.982286,72.821725,Hemmo Pharma,pharmacy,"",""
18.98199214,72.82640739,Hotel Shiv Prasad Restaurant,restaurant,"",""
18.98183,72.82289,Career with Thyme & Whisk,restaurant,"",""
18.98145517671318,72.82642243839416,Cafe Corner Mahalaxmi,cafe,"",""
18.9814075,72.82721017,Cafe National Restaurant,cafe,"",""
18.981231454989828,72.81717834531408,Gallops,restaurant,"",""
18.98080388,72.82794313,White Truffle Hospitality,restaurant,"",""
18.98058989,72.82661681,Wellness Forever,pharmacy,"",""
18.980591,72.821841,Olive Bar and Kitchen,restaurant,"",""
18.98066,72.82198,Soraia Bombay,restaurant,"",""
18.980680902334683,72.81801860125096,Keiba x All Saints,restaurant,"",""
18.98052802,72.81997383,Neel,restaurant,"",""
18.98037457,72.82686083,7 Roads,restaurant,"",""
18.977921,72.8270986,Wellness Forever,pharmacy,"",""
18.97701606,72.82389549,Cafe Coffee Day,cafe,"",""
18.97669,72.82787,The Appetite Momos Mulund,restaurant,"",""
18.9768946,72.8094721,Sun Restaurant at Breachcandy,restaurant,"",""
18.97710758,72.81187842,Kanishka Veg Restaurant,restaurant,"",""
18.977267291091334,72.81181242894428,Nurani,cafe,"",""
18.97734652,72.80874197,Golden,restaurant,"",""
18.97746282,72.80791228,Prabhakar Tea House,restaurant,"",""
18.97588075,72.81202207,Piano Restaurant,restaurant,"",""
18.97592241,72.80800814,Cafe Coffee Day,cafe,"",""
18.9763576,72.80730733,Food Court,restaurant,"",""
18.97623834,72.82739207,Usmaniya Restaurant,restaurant,"",""
18.97610221,72.82738131,Cafe Chai Time,cafe,"",""
18.97586759,72.82374206,Hookah,restaurant,"",""
18.97548662,72.82346663,Nair Medico,pharmacy,"",""
18.975799,72.812166,McDonald's,cafe,"",""
18.975775498019,72.812309376193,McCafe,cafe,"",""
18.97533763,72.80661176,Royal Medico,pharmacy,"",""
18.97523606,72.80602053,Picante Ristorante,restaurant,"",""
18.97518937,72.80618608,The Bombay Cartel,restaurant,"",""
18.97516884,72.80615625,Balmy Cafe and Bar,cafe,"",""
18.9749668,72.8065796,Modern Hindu Hotel - The Future of Tradition,restaurant,"",""
18.9753623,72.8238552,Hungry Now,restaurant,"",""
18.97505,72.82579,Malabar Bay,restaurant,"",""
18.97505,72.82579,Cinema Hall Consultant - Multiplex/Cineplex,cinema,"",""
18.97505,72.82579,Xperia Palava Pvr Cinemas,cinema,"",""
18.97505,72.82579,Hotel Dwaraka,restaurant,"",""
18.97505,72.82579,Utopia,restaurant,"",""
18.97505,72.82579,Uncafe India,restaurant,"",""
18.97505,72.82579,Prashant Family Restaurant,restaurant,"",""
18.97505,72.82579,Rasoi The Food Express,restaurant,"",""
18.97502836,72.82583211,Sanvi's Kitchen,restaurant,"",""
18.974876,72.825774,Rajdhani's Rasovara,restaurant,"",""
18.974876,72.825774,Hyderabad Xpress,restaurant,"",""
18.974876,72.825774,Real Arabia,restaurant,"",""
18.9746898,72.82345171,IRCTC Garden Restaurant,restaurant,"",""
18.97428,72.82588,Vicinia,restaurant,"",""
18.97453294,72.81313543,Gurukrupa Provision Store,restaurant,"",""
18.97440215,72.81294755,Film Centre,cinema,"",""
18.974559,72.8131236,MTV India Music Television,cinema,"",""
18.974774,72.813289,Hardwork Cafe,restaurant,"",""
18.97480557,72.81280932,Mahabaleshwar Restaurant and Bar,restaurant,"",""
18.97345,72.81461,Star Sales,cinema,"",""
18.97308095,72.81444105,Evercure Pharmaceuticals,pharmacy,"",""
18.97299499,72.8136099,Gold Coins,restaurant,"",""
18.97243468,72.81524719,Mumbai Sea Food,restaurant,"",""
18.97242712,72.81464118,Jyoti Veg Restaurant,restaurant,"",""
18.972455495137563,72.81491973386827,Beyond Waffles,cafe,"",""
18.97250426,72.81471444,Coal,restaurant,"",""
18.972536,72.827729,New Maharashtra Restaurant,restaurant,"",""
18.9724387,72.8277695,MY Eating House,restaurant,"",""
18.97236355,72.81470973,Family Chemist,pharmacy,"",""
18.97202091,72.81494847,White House Restaurant and Bar,restaurant,"",""
18.9719,72.8259099,Sidra Pharmaceuticals,pharmacy,"",""
18.97176885,72.82214122,Barista,cafe,"",""
18.972164031352,72.809245268027,Dave Farsan Mart,cafe,"",""
18.97226797,72.80928824,Gateway Chemist,pharmacy,"",""
18.97105361,72.80482419,Right Place,restaurant,"",""
18.97141645,72.81817771,Chheda Medical and General Stores,pharmacy,"",""
18.97124667,72.82208185,Maratha Mandir Theatre,cinema,"",""
18.971183,72.822134,मराठा मंदिर,cinema,"",""
18.97097,72.82768,Cafe_Casa_Mia,cafe,"",""
18.97027982,72.81521715,Hotel Pramod Bar And Restaurant,restaurant,"",""
18.9705614,72.8186227,Cafe Basilico Bistro & Deli Colaba,cafe,"",""
18.969757299920662,72.81514133087805,Pk filam cinema ,cinema,"",""
18.96955559,72.81943516,Jumbo King,restaurant,"",""
18.96973305,72.80793072,Under The Banyan Tree,restaurant,"",""
18.96864597,72.8032619,Tibbs Frankie,restaurant,"",""
18.96857107,72.815206,The Bombay Pharmacy,pharmacy,"",""
18.96862,72.815422,Ramnath Snacks,restaurant,"",""
18.96858051,72.82132228,Sai Samrat,restaurant,"",""
18.96859723,72.82137635,Central Restaurant and Bar,restaurant,"",""
18.96859,72.82043,Alexandra Cinema,cinema,"",""
18.96887304,72.82132752,Khans,restaurant,"",""
